ligand,receptor,source,target,label
HLA-DMB,IL31RA_OSMR,P28068,Q8NI17_Q99650,0
OSM,PTGER1,P13725,P34995,0
INHBC,IGFL3,P55103,Q6UXB1,0
SULT1A1,MTTP,COMPLEX:P50225,P55157,0
CYP3A4,GFRA1,COMPLEX:P08684,P56159,0
GDF6,ADGRG1,Q6KF10,Q9Y653,0
TNFSF4,CHRNA4_CHRNB2,P23510,P43681_P17787,0
EPHB2,LILRB1,P29323,Q8NHL6,0
PTGDS,ADRB2,COMPLEX:P41222,P07550,0
SPX,EGFR,Q9BT56,P00533,0
ICOSLG,CDH2,O75144,P19022,0
IL1B,PTH1R,P01584,Q03431,0
NOTCH3,BMP8A,Q9UM47,Q7Z5Y6,0
ACTR2,PTPRU,P61160,Q92729,0
GNAI2,TACR1,P04899,P25103,0
THPO,BMPR1B,P40225,O00238,0
C6orf15,WNT8B,Q6UXA7,Q93098,0
LAMA2,GRIN1_GRIN2C,P24043,NA_Q14957,0
APOE,RYK,P02649,P34925,0
DLK1,SDC4,P80370,P31431,0
MMP12,ITGA8_ITGB1,P39900,P53708_P05556,0
NMB,CRABP2_RXRG,P08949,NA_NA,0
CER1,NMUR2,O95813,Q9GZQ4,0
CGA_CGB2,ATP6AP2,COMPLEX:P01215_Q6NT52,O75787,0
EGFR,GPR15,P00533,P49685,0
CDH15,KLB,P55291,Q86Z14,0
CD58,CHRNA10,P19256,Q9GZZ6,0
COL4A2,CHRNA6,P08572,Q15825,0
HLA-E,SSTR4,P13747,P31391,0
SLITRK5,CNTNAP1,O94991,P78357,0
GLS2_SLC1A1,BMPR2,COMPLEX:P43005_Q9UI32,Q13873,0
A2M,MPZL1,P01023,O95297,0
CNTN2,COL17A1,Q02246,Q9UMD9,0
UCN,CNTFR_IL6ST_LIFR,P55089,P26992_P40189_P42702,0
EFEMP1,PTPRM,Q12805,P28827,0
FGF3,CD1A,P11487,P06126,0
CXCL1,HTR2C,P09341,P28335,0
HBEGF,IL1B_IL1R2_IL1RAP,Q99075,P01584_P27930_Q9NPH3,0
CGA,ADORA1,P01215,P30542,0
IL33,ADRB2,O95760,P07550,0
MIA,NRXN2,Q16674,P58401,0
C6orf15,ITGAV_ITGB8,Q6UXA7,P06756_P26012,0
LRRTM4,PTPRF,Q86VH4,P10586,0
NID2,GLRA1_GLRB,Q14112,NA_NA,0
APCDD1,GJB2,Q8J025,P29033,0
CCL19,SEMA6D,Q99731,Q8NFY4,0
LAMA4,EPHA4,Q16363,P54764,0
LPL,SIRPG,P06858,Q9P1W8,0
CALCB,HSPA5,P10092,P11021,0
ADAM9,LGR5,Q13443,O75473,0
MIA,ACKR1,Q16674,Q16570,0
TENM4,GPR83,Q6N022,Q9NYM4,0
SHBG,TMEM67,P04278,Q5HYA8,0
GNAS,IL15RA_IL2RB_IL2RG,Q5JWF2,Q13261_P14784_P31785,0
HBEGF,CD3D,Q99075,P04234,0
SERPING1,DRD2,P05155,P14416,0
FGF6,TACR3,P10767,P29371,0
NTN3,BMP5,O00634,P22003,0
LAMA5,PTGDR2,O15230,Q9Y5Y4,0
CYP11A1_FDX1_FDX2_FDXR,ADGRG6,COMPLEX:P05108_P10109_P22570_Q6P4F2,Q86SQ4,0
GPR15LG,ADGRE2,Q6UWK7,Q9UHX3,0
NRG1,ADRB2,Q02297,P07550,0
APOB,ASGR1,P04114,P07306,0
NXPH3,ITGA6,O95157,P23229,0
TNFRSF18,HLA-B,Q9Y5U5,P01889,0
MST1,ITGAD,P26927,Q13349,0
INS,GPER1,P01308,Q99527,0
IL3,NRP1_PLXNA2,P08700,O14786_O75051,0
VTN,MAS1,P04004,P04201,0
PRND,B4DFI2,Q9UKY0,B4DFI2,0
HSP90B1,ST14,P14625,Q9Y5Y6,0
SPN,FZD8_LRP5,P16150,Q9H461_O75197,0
IL10,CDH4,P22301,P55283,0
CX3CL1,HTR7,P78423,P34969,0
COL18A1,ITGAX,P39060,P20702,0
HMGB1,KCNJ15,P09429,Q99712,0
NBL1,RET,P41271,P07949,0
COL16A1,ITGAX,Q07092,P20702,0
SRD5A1,CD4,COMPLEX:P18405,P01730,0
VASP,PDE1C,P50552,Q14123,0
A2M,BMPR1B_BMPR2,P01023,O00238_Q13873,0
FRAS1_FREM2_NPNT,ACVR2B_BMPR1A,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,Q13705_P36894,0
VTN,NTNG1,P04004,Q9Y2I2,0
LIPA,GPR17,COMPLEX:P38571,Q13304,0
LGALS1,TSPAN1,P09382,O60635,0
LPL,ADRA1D,P06858,P25100,0
IL6,CCKAR,P05231,P32238,0
S100A9,SV2B,P06702,Q7L1I2,0
SLURP1,SEMA4G,P55000,Q9NTN9,0
SLC18A1_TPH2,MIP,COMPLEX:P54219_Q8IWU9,P30301,0
IL20,CLDN4,Q9NYY1,O14493,0
JAG1,ACKR1,P78504,Q16570,0
PECAM1,DCC,P16284,P43146,0
HSP90AA1,ACVR1C_ACVR2B,P07900,Q8NER5_Q13705,0
CGA,JAM3,P01215,Q9BX67,0
FGF6,RIPK1,P10767,Q13546,0
LRRC4C,LRP6,Q9HCJ2,O75581,0
PLAT,CHRNA1,P00750,P02708,0
INHBC,ADORA1,P55103,P30542,0
PNOC,SLC40A1,Q13519,Q9NP59,0
CALCB,INSR,P10092,P06213,0
ICAM2,BCAM,P13598,P50895,0
LIPH,CALCR_RAMP1,Q8WWY8,P30988_O60894,0
TNFSF9,COL13A1,P41273,Q5TAT6,0
C1QB,GPER1,P02746,Q99527,0
F9,HFE,P00740,Q30201,0
RSPO3,KLRK1,Q9BXY4,P26718,0
BAMBI,FPR1,Q13145,P21462,0
FGA,MYLK2,P02671,Q9H1R3,0
SST,CCR9,P61278,P51686,0
CX3CL1,ADRA2B,P78423,P18089,0
TNFSF9,PPARG,P41273,P37231,0
FCER2,C5AR1,P06734,P21730,0
DEFB103A,PTCH2,P81534,Q9Y6C5,0
CXCL14,SELPLG,O95715,Q14242,0
WNT8B,CHRNA4_CHRNB2,Q93098,P43681_P17787,0
MMP9,NRP2,P14780,O60462,0
SDC2,HTR4,P34741,Q13639,0
IFNA7,IL17RA_IL17RB,P01567,Q96F46_Q9NRM6,0
GH1,CHRNB3,P01241,Q05901,0
TYR,ITGB6,COMPLEX:P14679,P18564,0
GHRH,ACVR1C_ACVR2A,P01286,Q8NER5_P27037,0
CDH7,LILRB1,Q9ULB5,Q8NHL6,0
WNT8B,TLR6,Q93098,Q9Y2C9,0
CDNF,INHBA,Q49AH0,P08476,0
IFNL2,TNFSF10,Q8IZJ0,P50591,0
NOTCH3,RORA,Q9UM47,P35398,0
PTPRC,KLRC1_KLRD1,P08575,P26715_Q13241,0
TNN,EGFR,Q9UQP3,P00533,0
AFDN,KIR3DL2,P55196,P43630,0
PODXL,CDH5,O00592,P33151,0
GAL,QRFPR,P22466,Q96P65,0
EDA,ERBB2_ERBB3,Q92838,P04626_P21860,0
IGFL1,CD93,Q6UW32,Q9NPY3,0
PTMA,HTR2C,P06454,P28335,0
CRH,BMPR2,P06850,Q13873,0
TREM2,NEO1,Q9NZC2,Q92859,0
CLU,SIRPG,P10909,Q9P1W8,0
PDX1,SSTR4,P52945,P31391,0
IL15,PTH1R,P40933,Q03431,0
CPAMD8,PDE1C,Q8IZJ3,Q14123,0
HLA-DRA,IL6R,P01903,P08887,0
MUC2,GIPR,Q02817,P48546,0
NBL1,IL1RAP,P41271,Q9NPH3,0
DDC_SLC6A3,LILRB1,COMPLEX:P20711_Q01959,Q8NHL6,0
PF4,GPR75,P02776,O95800,0
SEMA3G,COL13A1,Q9NS98,Q5TAT6,0
RNF43,FPR1,Q68DV7,P21462,0
ADGRE5,PTPRM,P48960,P28827,0
SLC18A1_TPH1,WNT8B,COMPLEX:P17752_P54219,Q93098,0
HLA-DRB1,GRM2,P01911,Q14416,0
NECTIN2,IL23R,Q92692,Q5VWK5,0
CGA_FSHB,CRHR1,COMPLEX:P01215_P01225,P34998,0
LAMA4,TGFBR3,Q16363,Q03167,0
GRM5,NRCAM,P41594,Q92823,0
PDAP1,SDC2,Q13442,P34741,0
TGM2,ITGA6_ITGB4,P21980,P23229_P16144,0
FGF10,ADRA2B,O15520,P18089,0
PLXNA4,CD36,Q9HCM2,P16671,0
IAPP,PDE1C,P10997,Q14123,0
CGA_CGB8,OGFR,COMPLEX:P01215_P0DN86,Q9NZT2,0
TLR9,SLC17A7,Q9NR96,Q9P2U7,0
NLGN1,ATRN,Q8N2Q7,O75882,0
ITGAV_ITGB1,PTGDR,COMPLEX:P05556_P06756,Q13258,0
ADM,GCGR,P35318,P47871,0
LIPA,SV2B,COMPLEX:P38571,Q7L1I2,0
MMP2,VSIR,P08253,Q9H7M9,0
CALCB,CCR7,P10092,P32248,0
FGF9,CELSR1,P31371,Q9NYQ6,0
THBS4,TYRO3,P35443,Q06418,0
ALDH1A1,ERBB2_ERBB3,COMPLEX:P00352,P04626_P21860,0
PTGES3,ADORA3,COMPLEX:Q15185,P0DMS8,0
TGFA,PTPRZ1,P01135,P23471,0
LUM,WNT3,P51884,P56703,0
VEGFD,P2RY14,O43915,Q15391,0
MFGE8,MUSK,Q08431,O15146,0
LRRC4B,ATP6AP2,Q9NT99,O75787,0
TBXAS1,INSR,COMPLEX:P24557,P06213,0
ADAM9,KLRC1,Q13443,P26715,0
PSAP,ERG28,P07602,Q9UKR5,0
MSTN,SHANK1,O14793,Q9Y566,0
CGA_FSHB,CCR1,COMPLEX:P01215_P01225,P32246,0
DDC,KLRC1_KLRD1,COMPLEX:P20711,P26715_Q13241,0
CSHL1,CADM3,Q14406,Q8N126,0
BMP7,DLK2,P18075,Q6UY11,0
THBS1,ACVR2A_TGFBR1,P07996,P27037_P36897,0
ANXA1,EFNB1,P04083,P98172,0
CSH1,SDC2,P0DML2,P34741,0
TG,ACVR1C_ACVR2B,P01266,Q8NER5_Q13705,0
NMS,GABRA6_GABRB3_GABRD,Q5H8A3,NA_NA_NA,0
F10,IL1RAP_IL1RL1,P00742,Q9NPH3_Q01638,0
CRP,CALCR_RAMP1,P02741,P30988_O60894,0
SEMA4D,CFTR,Q92854,P13569,0
LTBP1,GPR37,Q14766,O15354,0
FGG,MRC2,P02679,Q9UBG0,0
GRM1,ICAM1,Q13255,P05362,0
PENK,ADGRL4,P01210,Q9HBW9,0
APOA1,PLXNC1,P02647,O60486,0
COL5A1,PDGFRB,P20908,P09619,0
DCN,ITGB5,P07585,P18084,0
CNTN4,PVR,Q8IWV2,P15151,0
SEMA3C,CLDN11,Q99985,O75508,0
PSAP,CD40,P07602,P25942,0
ITGA9_ITGB1,UTS2R,COMPLEX:P05556_Q13797,Q9UKP6,0
WNT10A,IL1RL2,Q9GZT5,Q9HB29,0
BMP2,SDC4,P12643,P31431,0
GLS2_SLC1A3,IL10RB,COMPLEX:P43003_Q9UI32,Q08334,0
ENTPD1,ADCYAP1R1,P49961,P41586,0
SELPLG,GP1BA,Q14242,P07359,0
SLURP2,ACVRL1_BMPR2,P0DP57,P37023_Q13873,0
ALDH1A1,PDGFRA,COMPLEX:P00352,P16234,0
C6orf15,FLT4,Q6UXA7,P35916,0
TPH1,SCTR,P17752,P47872,0
HSD17B12,DRD3,COMPLEX:Q53GQ0,P35462,0
SOSTDC1,EFNA2,Q6X4U4,O43921,0
CYP27B1,GABRA2_GABRB3_GABRG2,COMPLEX:O15528,NA_NA_NA,0
CYP11A1_FDX1_FDX2_FDXR,GPER1,COMPLEX:P05108_P10109_P22570_Q6P4F2,Q99527,0
CHAT_SLC10A4,ADCY8,COMPLEX:P28329_Q96EP9,P40145,0
FBLN2,IL1RAP_IL1RL1,P98095,Q9NPH3_Q01638,0
SLC18A1_TPH1,MPZ,COMPLEX:P17752_P54219,P25189,0
ADAM12,S1PR4,O43184,O95977,0
TENM1,MAG,Q9UKZ4,P20916,0
HLA-DPA1,THRB,P20036,P10828,0
ADAM12,GRIN1_GRIN2D,O43184,NA_O15399,0
GNAI2,QRFPR,P04899,Q96P65,0
NELL2,ICOS,Q99435,Q9Y6W8,0
MUC7,IFNLR1_IL10RB,Q8TAX7,Q8IU57_Q08334,0
MYOC,ITGA5_ITGB1,Q99972,P08648_P05556,0
SERPINE1,FZD7_LRP5,P05121,O75084_O75197,0
GPR15LG,GPR182,Q6UWK7,O15218,0
CGN,PVR,Q9P2M7,P15151,0
HSD17B3,IL17RC,COMPLEX:P37058,Q8NAC3,0
LIPA,CTLA4,COMPLEX:P38571,P16410,0
SERPINC1,FAS,P01008,P25445,0
COL5A1,TNFSF10,P20908,P50591,0
BMP6,IL21R,P22004,Q9HBE5,0
HLA-DQA1,PDGFRA,P01909,P16234,0
SEMA3G,SELE,Q9NS98,P16581,0
ENG,ADORA2B,P17813,P29275,0
CD5L,GRIK2,O43866,Q13002,0
SELPLG,EPHB2,Q14242,P29323,0
THBS2,CHRNA4_CHRNA6_CHRNB3,P35442,P43681_Q15825_Q05901,0
HSD17B1,NPY6R,COMPLEX:P14061,Q99463,0
B2M,GDF6,P61769,Q6KF10,0
ITGB3BP,ITGA4_ITGB1,Q13352,P13612_P05556,0
AANAT,NRSN1,Q16613,Q8IZ57,0
DCN,ITGA8_ITGB1,P07585,P53708_P05556,0
CGA_CGB7,MYLK2,COMPLEX:P01215_P0DN87,Q9H1R3,0
FGF23,WNT10A,Q9GZV9,Q9GZT5,0
PTHLH,FZD4_LRP6,P12272,Q9ULV1_O75581,0
CGA_CGB7,FZD6,COMPLEX:P01215_P0DN87,O60353,0
CXCL11,FAS,O14625,P25445,0
MTMR4,TFRC,Q9NYA4,P02786,0
FGF19,F11R,O95750,Q9Y624,0
PIGF,TNFSF10,Q07326,P50591,0
SEMA4G,FLT4_KDR,Q9NTN9,P35916_P35968,0
CDH2,TNFRSF18,P19022,Q9Y5U5,0
GLS2_SLC1A7,CALCRL_RAMP2,COMPLEX:O00341_Q9UI32,Q16602_O60895,0
FAT4,KLRK1,Q6V0I7,P26718,0
SPP1,IL6ST_LIFR,P10451,P40189_P42702,0
ALDH1A3,CD47,COMPLEX:P47895,Q08722,0
CCL27,SDC1,Q9Y4X3,P18827,0
AFDN,HRAS,P55196,P01112,0
MMP9,KLRC1,P14780,P26715,0
SRD5A3,CD177,COMPLEX:Q9H8P0,Q8N6Q3,0
GRM1,CD40,Q13255,P25942,0
BMP10,NEO1,O95393,Q92859,0
RNASE2,GPR143,P10153,P51810,0
NTF4,BDKRB2,P34130,P30411,0
IL31,B4DXG7,Q6EBC2,B4DXG7,0
PNMT_SLC18A1,CCR5,COMPLEX:P11086_P54219,P51681,0
SLC18A1_TPH1,ICOS,COMPLEX:P17752_P54219,Q9Y6W8,0
ADGRE5,NMUR1,P48960,Q9HB89,0
BAMBI,RIPK1,Q13145,Q13546,0
ADAM23,GDF6,O75077,Q6KF10,0
NT5E_SLC29A3,RAMP1,COMPLEX:P21589_Q9BZD2,O60894,0
NMS,CCKBR,Q5H8A3,P32239,0
GPC3,KLRC2,P51654,P26717,0
IL17F,VSIR,Q96PD4,Q9H7M9,0
UBB,GALR3,P0CG47,O60755,0
ASIP,FZD8_LRP5,P42127,Q9H461_O75197,0
WNT4,ACVR1B_ACVR2B,P56705,P36896_Q13705,0
SFTPA1,IL1B,Q8IWL2,P01584,0
IFNA8,ATP1A3,P32881,P13637,0
CTF1,CHRNB2,Q16619,P17787,0
GLS2_SLC1A7,NPY4R,COMPLEX:O00341_Q9UI32,P50391,0
IFNA10,ADGRL4,P01566,Q9HBW9,0
PLXNB1,MYLK,O43157,Q15746,0
EGFR,PTPRG,P00533,P23470,0
C6orf15,TRAF3,Q6UXA7,Q13114,0
PRSS3,PLD2,P35030,O14939,0
GLS_SLC1A2,CCR9,COMPLEX:O94925_P43004,P51686,0
ARF1,CHRM4,P84077,P08173,0
NPPC,ACVR1,P23582,Q04771,0
DBH_SLC18A2,PTH1R,COMPLEX:P09172_Q05940,Q03431,0
FSHB,ROBO4,P01225,Q8WZ75,0
FGF19,GP1BB,O95750,P13224,0
NRXN1,GPR83,P58400,Q9NYM4,0
IFNA16,EFNB1,P05015,P98172,0
NMS,CCR4,Q5H8A3,P51679,0
CORT,ITGA9,O00230,Q13797,0
IL6,LRP8,P05231,Q14114,0
TGFA,IL1B_IL1R2_IL1RAP,P01135,P01584_P27930_Q9NPH3,0
PIP,HTR3E,P12273,A5X5Y0,0
WNT11,ACVR1B_ACVR2B,O96014,P36896_Q13705,0
F13A1,PLXNC1,P00488,O60486,0
NCAM1,NPY4R2,P13591,P0DQD5,0
CCN2,RHAG,P29279,Q02094,0
UTS2,PTPRA,O95399,P18433,0
NECTIN3,GALR3,Q9NQS3,O60755,0
TGFA,HTR3A,P01135,P46098,0
SEMA7A,MPZL1,O75326,O95297,0
RPH3A,GPR182,Q9Y2J0,O15218,0
PRSS1,ADCY8,P07477,P40145,0
GH2,CD8B2,P01242,A6NJW9,0
DUSP18,ITGB5,Q8NEJ0,P18084,0
IGFL3,CD72,Q6UXB1,P21854,0
CHAT_SLC10A4,FZD1,COMPLEX:P28329_Q96EP9,Q9UP38,0
SIRPG,CX3CR1,Q9P1W8,P49238,0
NOTUM,ACKR2,Q6P988,O00590,0
FGF6,CD79A,P10767,P11912,0
CX3CL1,FZD1,P78423,Q9UP38,0
APOA1,AQP6,P02647,Q13520,0
CCL14,GIPR,Q16627,P48546,0
NRP2,ACKR2,O60462,O00590,0
CCL11,CHRM3,P51671,P20309,0
CCL23,GALR1,P55773,P47211,0
LPL,ALK,P06858,Q9UM73,0
NAMPT,EPGN,P43490,Q6UW88,0
CGA_TSHB,CDH15,COMPLEX:P01215_P01222,P55291,0
FBLN2,ADRB2,P98095,P07550,0
L1CAM,NMUR2,P32004,Q9GZQ4,0
CLCF1,TREM2_TYROBP,Q9UBD9,Q9NZC2_O43914,0
TNFSF15,EPB41L1,O95150,Q9H4G0,0
NID2,CDH5,Q14112,P33151,0
SST,LRP8,P61278,Q14114,0
MFGE8,BAMBI,Q08431,Q13145,0
HSD17B1,FZD1_LRP5,COMPLEX:P14061,Q9UP38_O75197,0
GDF5,LILRA3,P43026,Q8N6C8,0
HLA-G,KLRC2,P17693,P26717,0
WNT11,CADM3,O96014,Q8N126,0
CNTN1,FZD4_LRP5,Q12860,Q9ULV1_O75197,0
INSL5,MPZ,Q9Y5Q6,P25189,0
CCL17,ADRB2,Q92583,P07550,0
CCN2,NCSTN,P29279,Q92542,0
RIMS1,GPER1,Q86UR5,Q99527,0
CHAT_SLC10A4,ITGA8,COMPLEX:P28329_Q96EP9,P53708,0
VASP,NECTIN1,P50552,Q15223,0
NECTIN2,INHBC,Q92692,P55103,0
PTGES3,IL4R,COMPLEX:Q15185,P24394,0
PLXNA1,HTR1F,Q9UIW2,P30939,0
LRIG1,PTPRM,Q96JA1,P28827,0
TIGIT,TYRO3,Q495A1,Q06418,0
CD48,THRB,P09326,P10828,0
PDYN,GPR182,P01213,O15218,0
CCL25,RXFP4,O15444,Q8TDU9,0
LYZ,CATSPER1,P61626,Q8NEC5,0
IL1B,KLRC2_KLRD1,P01584,P26717_Q13241,0
SLIT2,GABRA1_GABRB2,O94813,NA_NA,0
RTN4,HTR1A,Q9NQC3,P08908,0
CD86,GLRA1_GLRB,P42081,NA_NA,0
UCN,MC5R,P55089,P33032,0
IAPP,ITGA2B,P10997,P08514,0
NOTCH1,INS,P46531,P01308,0
FGF9,ACVR1_ACVR2B,P31371,Q04771_Q13705,0
PRL,KCNQ3,P01236,O43525,0
CALR,A0A6I8PL36,P27797,A0A6I8PL36,0
LPA,ACKR3,P08519,P25106,0
LACRT,ACVRL1,Q9GZZ8,P37023,0
HPX,THRB,P02790,P10828,0
PNOC,ITGA9,Q13519,Q13797,0
CHAT,KDR,COMPLEX:P28329,P35968,0
CALM3,NMUR2,P0DP25,Q9GZQ4,0
FN1,ITGAM_ITGB2,P02751,P11215_P05107,0
ACE,SDC1,P12821,P18827,0
SEMA7A,IL6R,O75326,P08887,0
TNN,EPHB3,Q9UQP3,P54753,0
NOTCH2,ADGRB3,Q04721,O60242,0
FARP2,FZD6,O94887,O60353,0
PLXNB2,IL7R,O15031,P16871,0
ANGPTL3,CLDN4,Q9Y5C1,O14493,0
C1QL1,LGR6,O75973,Q9HBX8,0
TSHB,GPR182,P01222,O15218,0
NT5E_SLC29A4,PTGER3,COMPLEX:P21589_Q7RTT9,P43115,0
SEMA3E,NEO1,O15041,Q92859,0
MDK,ASGR2,P21741,P07307,0
EDA,ACVR1_BMPR2,Q92838,Q04771_Q13873,0
PLAU,CD5,P00749,P06127,0
NPY,CD247,P01303,P20963,0
RIMS2,IL12RB2,Q9UQ26,Q99665,0
LACRT,GRM7,Q9GZZ8,Q14831,0
TGM2,ABCA1,P21980,O95477,0
CCL16,GPR75,O15467,O95800,0
UBB,CNTN2_CNTNAP2,P0CG47,Q02246_Q9UHC6,0
CEACAM5,CADM3,P06731,Q8N126,0
SPTBN2,VIPR1,O15020,P32241,0
UTS2B,EPOR,Q765I0,P19235,0
ZP3,ACKR1,P21754,Q16570,0
CNTNAP1,ITGA8_ITGB1,P78357,P53708_P05556,0
WNT11,CD44,O96014,P16070,0
GLS_SLC1A7,EPHA5,COMPLEX:O00341_O94925,P54756,0
EPHB6,WNT7B,O15197,P56706,0
CXCL1,EPHB2,P09341,P29323,0
VASP,NRSN1,P50552,Q8IZ57,0
FRAS1_FREM1_NPNT,GPC2,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,Q8N158,0
GAD1,OPRL1,Q99259,P41146,0
CXCL8,TSHR,P10145,P16473,0
CDH1,CALCRL_GPER1_RAMP3,P12830,Q16602_Q99527_O60896,0
APCDD1,SUSD2,Q8J025,Q9UGT4,0
TNR,VANGL1,Q92752,Q8TAA9,0
WNT4,CACNA1C,P56705,Q13936,0
PSAP,CR2,P07602,P20023,0
PTGIS,FGFR3,COMPLEX:Q16647,P22607,0
BCAN,ROBO4,Q96GW7,Q8WZ75,0
IL3,ITGA3,P08700,P26006,0
FBLN2,PLXNA2,P98095,O75051,0
F2,C5AR1,P00734,P21730,0
FRAS1_FREM2_NPNT,SEMA6A,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,Q9H2E6,0
SLPI,IL12RB2_IL6ST,P03973,Q99665_P40189,0
CEACAM5,IFNLR1,P06731,Q8IU57,0
IFNA7,GRM4,P01567,Q14833,0
GH2,GJB2,P01242,P29033,0
HLA-DRA,FZD3_LRP5,P01903,Q9NPG1_O75197,0
SLURP2,IL22RA1,P0DP57,Q8N6P7,0
GAD1_SLC6A6,EZR_L1CAM,COMPLEX:P31641_Q99259,NA_P32004,0
PROC,ITGA7,P04070,Q13683,0
IL9,BCAM,P15248,P50895,0
ICAM2,GRIA4,P13598,P48058,0
PLG,PTGDR,P00747,Q13258,0
ICAM5,LRP2,Q9UMF0,P98164,0
TNC,LMBR1L,P24821,Q6UX01,0
NRP2,BMP8B,O60462,P34820,0
GDF7,CD8B,Q7Z4P5,P10966,0
SCGB1A1,FLT4_KDR,P11684,P35916_P35968,0
IFNL3,ESAM,Q8IZI9,Q96AP7,0
WNT8B,PTGDR,Q93098,Q13258,0
CCL25,FZD10,O15444,Q9ULW2,0
TG,WNT8B,P01266,Q93098,0
HLA-DMB,TRAF2,P28068,Q12933,0
FSHB,GRIN1_GRIN2A,P01225,NA_NA,0
PROC,CALCRL_RAMP2,P04070,Q16602_O60895,0
ADAM2,CD8B,Q99965,P10966,0
CCL8,LRP2,P80075,P98164,0
CYP17A1,HTR1D,COMPLEX:P05093,P28221,0
RAET1E,RTN4R,Q8TD07,Q9BZR6,0
FGF17,GIPR,O60258,P48546,0
NOTCH4,BCAM,Q99466,P50895,0
ANXA1,SELL,P04083,P14151,0
MUC7,KCNN4,Q8TAX7,O15554,0
HLA-F,CD3D,P30511,P04234,0
S100A9,ADGRG6,P06702,Q86SQ4,0
GLS_SLC1A7,COL13A1,COMPLEX:O00341_O94925,Q5TAT6,0
F7,FZD8_LRP6,P08709,Q9H461_O75581,0
ANGPTL5,ADGRG6,Q86XS5,Q86SQ4,0
CD72,ATP1A3,P21854,P13637,0
GAD2_SLC6A12,RXRA,COMPLEX:P48065_Q05329,P19793,0
SHANK1,AREG,Q9Y566,P15514,0
GAD1,LPAR4,Q99259,Q99677,0
AREG,GRM4,P15514,Q14833,0
GHRH,AQP1,P01286,P29972,0
PLXNA4,FZD5_LRP5,Q9HCM2,Q13467_O75197,0
COL16A1,LPAR2,Q07092,Q9HBW0,0
HLA-DRB1,KIR2DL4,P01911,Q99706,0
CGA_LHB,WNT7A,COMPLEX:P01215_P01229,O00755,0
GPC4,MGRN1,O75487,O60291,0
AKR1B1,TFRC,COMPLEX:P15121,P02786,0
RAET1E,SSTR4,Q8TD07,P31391,0
SEMA4D,GRM8,Q92854,O00222,0
UCN,TMEM222,P55089,Q9H0R3,0
FGF11,C5AR2,Q92914,Q9P296,0
PTHLH,OPRK1,P12272,P41145,0
CGA_TSHB,PTGDR,COMPLEX:P01215_P01222,Q13258,0
COL5A2,CHRM3,P05997,P20309,0
C1QL4,GRIN1_GRIN2A,Q86Z23,NA_NA,0
PNOC,CALCRL_RAMP2,Q13519,Q16602_O60895,0
PNMT,ROBO2,COMPLEX:P11086,Q9HCK4,0
A2M,HTR2C,P01023,P28335,0
PNMT,HTR5A,COMPLEX:P11086,P47898,0
EBI3_IL12A,TBXA2R,COMPLEX:P29459_Q14213,P21731,0
C1QB,ERBB2,P02746,P04626,0
RNASE2,CACNA1C,P10153,Q13936,0
SEMA4G,GRIA4,Q9NTN9,P48058,0
SEMA7A,KDR,O75326,P35968,0
NT5E_SLC29A2,FLT1_KDR,COMPLEX:P21589_Q14542,P17948_P35968,0
SRD5A2,TYRO3,COMPLEX:P31213,Q06418,0
CCL23,GJB2,P55773,P29033,0
CXCL9,DRD3,Q07325,P35462,0
PLXNA1,OPRK1,Q9UIW2,P41145,0
C1QL4,CEACAM6,Q86Z23,P40199,0
CGA_CGB2,FZD5_LRP5,COMPLEX:P01215_Q6NT52,Q13467_O75197,0
PROC,NPY4R,P04070,P50391,0
ITGAL_ITGB2,MC3R,COMPLEX:P05107_P20701,P41968,0
EDA,CDH19,Q92838,Q9H159,0
ANXA1,ACVRL1_BMPR2,P04083,P37023_Q13873,0
FPR1,IFNLR1_IL10RB,P21462,Q8IU57_Q08334,0
SPINK1,ST14,P00995,Q9Y5Y6,0
THBS1,RXFP4,P07996,Q8TDU9,0
MSTN,GPR83,O14793,Q9NYM4,0
CXCL9,GPR20,Q07325,Q99678,0
IL23A,TMPRSS6,Q9NPF7,Q8IU80,0
CDH7,PRLR,Q9ULB5,P16471,0
WNT4,LSR,P56705,Q86X29,0
RSPO2,NT5E,Q6UXX9,P21589,0
LAMA5,HTR1A,O15230,P08908,0
LRRC4B,FZD7,Q9NT99,O75084,0
L1CAM,VIPR1,P32004,P32241,0
VASP,SV2A,P50552,Q7L0J3,0
TAC1,OPRD1,P20366,P41143,0
CLDN11,CD72,O75508,P21854,0
APOA4,LGR6,P06727,Q9HBX8,0
GAD2_SLC6A6,IGF1,COMPLEX:P31641_Q05329,P05019,0
SLPI,CCR3,P03973,P51677,0
LAMA3,ACVR1C_ACVR2A,Q16787,Q8NER5_P27037,0
WNT16,RXFP3,Q9UBV4,Q9NSD7,0
FGF3,TREM2_TYROBP,P11487,Q9NZC2_O43914,0
GDF1,CDH5,P27539,P33151,0
VIM,ACVR2B,P08670,Q13705,0
WNT9A,THRA,O14904,P10827,0
SSTR2,PPARG,P30874,P37231,0
GUCA2B,CD74,Q16661,P04233,0
EGFL8,GRIN1_GRIN2D,Q99944,NA_O15399,0
EFNA3,SELE,P52797,P16581,0
NPNT,NTRK2,Q6UXI9,Q16620,0
CEACAM5,MTTP,P06731,P55157,0
