ligand,receptor,source,target,label
THY1,EPGN,P04216,Q6UW88,0
FGF8,C3W5P5,P55075,C3W5P5,0
CXCL2,NTRK1,P19875,P04629,0
ANGPT4,GRM6,Q9Y264,O15303,0
CDH5,ACVR1B_ACVR2A_CRIPTO,P33151,P36896_P27037_P13385,0
ITGA4_ITGB7,B4DFI2,COMPLEX:P13612_P26010,B4DFI2,0
GAD1_SLC6A12,TNFRSF12A,COMPLEX:P48065_Q99259,Q9NP84,0
WNT7A,CD209,O00755,Q9NNX6,0
LCN2,FZD4_LRP5,P80188,Q9ULV1_O75197,0
PODXL,TNFSF18,O00592,Q9UNG2,0
APOC1,GPIHBP1,P02654,Q8IV16,0
CLEC4M,CALCRL,Q9H2X3,Q16602,0
PLG,ACKR4,P00747,Q9NPB9,0
AGRN,VLDLR,O00468,P98155,0
H3BSR6,LPAR3,H3BSR6,Q9UBY5,0
LGALS9,TLR4,O00182,O00206,0
SLITRK6,GRIK2_GRIK5,Q9H5Y7,Q13002_NA,0
B2M,TACR1,P61769,P25103,0
TENM1,IL18R1_IL18RAP,Q9UKZ4,Q13478_O95256,0
INHBA_INHBB,LRP5,COMPLEX:P08476_P09529,O75197,0
CCK,DRD5,P06307,P21918,0
RTN4,EPHA6,Q9NQC3,Q9UF33,0
ICAM4,CCR2,Q14773,P41597,0
JAG1,NMBR,P78504,P28336,0
ICAM1,OPRL1,P05362,P41146,0
WNT6,PRLR,Q9Y6F9,P16471,0
RAET1E,H3BM21,Q8TD07,H3BM21,0
MFAP2,IFNL3_IFNLR1_IL10RB,P55001,Q8IZI9_Q8IU57_Q08334,0
IL5,A0A0C4DG17,P05113,A0A0C4DG17,0
ESAM,SDC2,Q96AP7,P34741,0
ICAM1,DCBLD2,P05362,Q96PD2,0
SCT,ITGAX,P09683,P20702,0
MBL2,ACVR1B_ACVR2B_CRIPTO,P11226,P36896_Q13705_P13385,0
DSCAM,GDF7,O60469,Q7Z4P5,0
CRLF2,GUCY2C,Q9HC73,P25092,0
ITGA4_ITGB1,CD8B2,COMPLEX:P05556_P13612,A6NJW9,0
ALB,LRP5,P02768,O75197,0
APOB,CD53,P04114,P19397,0
DUSP18,TNFRSF10D,Q8NEJ0,Q9UBN6,0
MIA,SLC16A4,Q16674,O15374,0
PODXL,OGFR,O00592,Q9NZT2,0
IL17B,A0A6I8PL36,Q9UHF5,A0A6I8PL36,0
ARF1,RPSA,P84077,P08865,0
F9,CHRNB3,P00740,Q05901,0
LAMA2,TFR2,P24043,Q9UP52,0
EFNA5,SCARB1,P52803,Q8WTV0,0
TNXB,TNFRSF13B,P22105,O14836,0
APLP2,HTR3B,Q06481,O95264,0
MATN1,IL20RB,P21941,Q6UXL0,0
RELN,TIGIT,P78509,Q495A1,0
CD276,IL36B,Q5ZPR3,Q9NZH7,0
WNT9B,ABCA1,O14905,O95477,0
PTHLH,TACR1,P12272,P25103,0
IL1RN,CD180,P18510,Q99467,0
HSPA1A,TRPC5,P0DMV8,Q9UL62,0
IL1B,NRP1_PLXNA4,P01584,O14786_Q9HCM2,0
PIGF,CAV1,Q07326,Q03135,0
VEGFC,PTH1R,P49767,Q03431,0
TAX1BP3,CDH15,O14907,P55291,0
MMP2,GRM8,P08253,O00222,0
DHCR24,A0A2R8YGI3,COMPLEX:Q15392,A0A2R8YGI3,0
EFNB3,FLT1_KDR,Q15768,P17948_P35968,0
SEMA5A,PLSCR4,Q13591,Q9NRQ2,0
SHMT1_SLC6A9,DDR2,COMPLEX:P34896_P48067,Q16832,0
DRAXIN,EFNB3,Q8NBI3,Q15768,0
IL36B,CNTN2_CNTNAP2,Q9NZH7,Q02246_Q9UHC6,0
THPO,CHRM1,P40225,P11229,0
BST2,A0A2R8YE73,Q10589,A0A2R8YE73,0
PLG,DPP4,P00747,P27487,0
TNN,WNT9B,Q9UQP3,O14905,0
PF4,NECTIN2,P02776,Q92692,0
WNT4,GP1BB,P56705,P13224,0
DDC_SLC6A3,GP6,COMPLEX:P20711_Q01959,Q9HCN6,0
VTN,ENTPD1,P04004,P49961,0
TNFSF13,KLRG1,O75888,Q96E93,0
IL36RN,OCLN,Q9UBH0,Q16625,0
CGA_CGB8,CCR3,COMPLEX:P01215_P0DN86,P51677,0
ASRGL1,ITGB2,Q7L266,P05107,0
ITGA4_ITGB1,LY96,COMPLEX:P05556_P13612,Q9Y6Y9,0
TFRC,TNFRSF19,P02786,Q9NS68,0
AANAT,IFITM2,Q16613,Q01629,0
BMP6,KLRC2,P22004,P26717,0
COL4A5,PLXNB1,P29400,O43157,0
GNAI2,PLXNA2,P04899,O75051,0
IL36A,PGRMC1,Q9UHA7,O00264,0
F8WCM8,TLR4,F8WCM8,O00206,0
FGF2,NCSTN,P09038,Q92542,0
THBS2,PDE1B,P35442,Q01064,0
TLN1,CD9,Q9Y490,P21926,0
TIGIT,TNFRSF10C,Q495A1,O14798,0
ARTN,GRIK1_GRIK5,Q5T4W7,P39086_NA,0
EDN2,TNFRSF1A,P20800,P19438,0
IL17RD,F11R,Q8NFM7,Q9Y624,0
CGB8,IL12RB1_IL12RB2,P0DN86,P42701_Q99665,0
BMP7,FZD10_LRP6,P18075,Q9ULW2_O75581,0
FRAS1_FREM1_NPNT,CCR3,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,P51677,0
PRSS2,ITGAV,P07478,P06756,0
CHAT_SLC5A7,BMP7,COMPLEX:P28329_Q9GZV3,P18075,0
PECAM1,ITGA5,P16284,P08648,0
LAMA5,GRM7,O15230,Q14831,0
GAD1_SLC6A13,KCND2,COMPLEX:Q99259_Q9NSD5,Q9NZV8,0
IL31,LEPR,Q6EBC2,P48357,0
CXCL12,ROR2,P48061,Q01974,0
ERBB3,SLC17A7,P21860,Q9P2U7,0
IFNA7,ADGRG6,P01567,Q86SQ4,0
TENM2,FZD5_LRP5,Q9NT68,Q13467_O75197,0
RNF43,LRP2,Q68DV7,P98164,0
GRM5,SDC3,P41594,O75056,0
CDH5,GJB2,P33151,P29033,0
CD14,HLA-E,P08571,P13747,0
VWF,TEK,P04275,Q02763,0
LPL,NRXN2,P06858,P58401,0
CNTF,C3AR1,P26441,Q16581,0
QDPR,IL27RA,P09417,Q6UWB1,0
POMC,BMPR1B,P01189,O00238,0
APOA1,LMBR1L,P02647,Q6UX01,0
UBA52,CALCRL,P62987,Q16602,0
DBH_SLC18A2,FPR3,COMPLEX:P09172_Q05940,P25089,0
CXCL8,ICAM1,P10145,P05362,0
WNT1,ATP6AP2,P04628,O75787,0
GAL,TRPC5,P22466,Q9UL62,0
CALR,ITGB5,P27797,P18084,0
SLC6A4_TPH2,PDE1B,COMPLEX:P31645_Q8IWU9,Q01064,0
RBP4,CD93,P02753,Q9NPY3,0
GAD1_SLC6A11,OGFR,COMPLEX:P48066_Q99259,Q9NZT2,0
CCN3,TEK,P48745,Q02763,0
PSAP,NOTCH1,P07602,P46531,0
LIF,CHRM3,P15018,P20309,0
VWF,PTPRZ1,P04275,P23471,0
BST1,CHRM4,Q10588,P08173,0
PGF,ADRB1,P49763,P08588,0
SPP1,NR1I2,P10451,O75469,0
FARP2,MCHR2,O94887,Q969V1,0
C5,NECTIN3,P01031,Q9NQS3,0
DDC,PTGER3,COMPLEX:P20711,P43115,0
ADGRE5,ADCY9,P48960,O60503,0
C1QTNF1,JAM3,Q9BXJ1,Q9BX67,0
PNOC,EFNB1,Q13519,P98172,0
FGF2,HLA-B,P09038,P01889,0
EMILIN1,GABRA4_GABRB3_GABRG2,Q9Y6C2,NA_NA_NA,0
VIP,ADCY1,P01282,Q08828,0
UCN,ITGAV_ITGB3,P55089,P06756_P05106,0
SLC18A2_TPH2,GUCY2F,COMPLEX:Q05940_Q8IWU9,P51841,0
PON2,GFRA1_RET,Q15165,P56159_P07949,0
HAS2,BMP15,Q92819,O95972,0
ABCA1,IL6_IL6R_IL6ST,O95477,P05231_P08887_P40189,0
SLC18A1_TPH2,NCSTN,COMPLEX:P54219_Q8IWU9,Q92542,0
EPHA7,EGF,Q15375,P01133,0
DSCAM,CD99L2,O60469,Q8TCZ2,0
TNFSF10,KIDINS220,P50591,Q9ULH0,0
PLAT,ADORA2B,P00750,P29275,0
F7,ITGAL_ITGB2,P08709,P20701_P05107,0
FSHB,IGF2R,P01225,P11717,0
CRLF1,NPFFR1,O75462,Q9GZQ6,0
IL17A_IL17F,PLD2,COMPLEX:Q16552_Q96PD4,O14939,0
SOST,ERBB2_ERBB4,Q9BQB4,P04626_Q15303,0
NRTN,CD2,Q99748,P06729,0
GDF2,CNGA2,Q9UK05,Q16280,0
HTR2C,OCLN,P28335,Q16625,0
FGF4,NCAM2,P08620,O15394,0
PLXNA1,IL27RA,Q9UIW2,Q6UWB1,0
SLC18A2_TPH1,MC3R,COMPLEX:P17752_Q05940,P41968,0
COL1A2,CANX,P08123,P27824,0
INHBE,S1PR4,P58166,O95977,0
HAS2,ADAM2,Q92819,Q99965,0
IL19,FZD9_LRP5,Q9UHD0,O00144_O75197,0
GC,IL22RA2,P02774,Q969J5,0
FGF17,SELPLG,O60258,Q14242,0
CD9,OGFR,P21926,Q9NZT2,0
DSPP,CDH7,Q9NZW4,Q9ULB5,0
GAD2_SLC32A1,ITGAV_ITGB3,COMPLEX:Q05329_Q9H598,P06756_P05106,0
PLXNA4,IGFL3,Q9HCM2,Q6UXB1,0
NPB,IL2RA_IL2RB_IL2RG,Q8NG41,P01589_P14784_P31785,0
TIMP2,CHRM3,P16035,P20309,0
ITGAV_ITGB3,S1PR5,COMPLEX:P05106_P06756,Q9H228,0
COL9A1,NPFFR1,P20849,Q9GZQ6,0
EFNA4,GPC1,P52798,P35052,0
FRAS1_FREM2_NPNT,IL2RB,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,P14784,0
PPBP,ADGRL1,P02775,O94910,0
SHANK1,CXCR1,Q9Y566,P25024,0
ZNRF3,EFNA4,Q9ULT6,P52798,0
TGFA,SORCS3,P01135,Q9UPU3,0
NBL1,CD226,P41271,Q15762,0
GDF15,FCER1A,Q99988,P12319,0
SLITRK5,ADGRB3,O94991,O60242,0
IGFBP4,IFNA2_IFNAR1_IFNAR2,P22692,P01563_P17181_P48551,0
ASRGL1,ACKR4,Q7L266,Q9NPB9,0
SERPINC1,SORL1,P01008,Q92673,0
FCN2,PRLHR,Q15485,P49683,0
UBASH3B,KLRC3_KLRD1,COMPLEX:Q8TF42,NA_Q13241,0
AKR1C3,CDH5,COMPLEX:P42330,P33151,0
C4BPA,CATSPER4_CATSPERD,P04003,NA_NA,0
DDC_SLC18A2,FXYD6,COMPLEX:P20711_Q05940,Q9H0Q3,0
PF4V1,THRA,P10720,P10827,0
SEMA3F,DCC,Q13275,P43146,0
MMP2,EFNA2,P08253,O43921,0
WNT7B,ERBB3,P56706,P21860,0
ANGPTL1,IL6R_IL6ST,O95841,P08887_P40189,0
ENPP1,CD47,P22413,Q08722,0
SIRPG,ACVR1C_ACVR2B,Q9P1W8,Q8NER5_Q13705,0
RLN1,ITGAM_ITGB2,P04808,P11215_P05107,0
LPA,FLT4_KDR,P08519,P35916_P35968,0
ARPC5,ITGAV_ITGB8,O15511,P06756_P26012,0
CGA,PLXND1,P01215,Q9Y4D7,0
CAMP,ERBB2_ERBB3,P49913,P04626_P21860,0
DDC,CXCR3,COMPLEX:P20711,P49682,0
INHBC,RIPK1,P55103,Q13546,0
EDN2,CXCR2,P20800,P25025,0
PSEN1,MC2R,P49768,Q01718,0
AGTR1,PDE1B,P30556,Q01064,0
UBASH3B,IL12RB2_IL6ST,COMPLEX:Q8TF42,Q99665_P40189,0
IL1RN,IL15RA,P18510,Q13261,0
PRL,NPY4R,P01236,P50391,0
MFNG,CD36,O00587,P16671,0
APLN,AMHR2_BMPR1A,Q9ULZ1,Q16671_P36894,0
XCL2,MCHR2,Q9UBD3,Q969V1,0
DPEP1,CD74,COMPLEX:P16444,P04233,0
PPY,GYPE,P01298,P15421,0
HSPG2,PLXNA2,P98160,O75051,0
EDIL3,EGFR_ERBB2,O43854,P00533_P04626,0
FBLN2,C3W5P5,P98095,C3W5P5,0
TGFB1,MAG,P01137,P20916,0
SPON2,HCST_KLRK1,Q9BUD6,NA_P26718,0
LEFTY2,ITGAX,O00292,P20702,0
QRFP,FZD10,P83859,Q9ULW2,0
SCT,CDH7,P09683,Q9ULB5,0
SEMA4D,SLC18A3,Q92854,Q16572,0
CD274,GPR162,Q9NZQ7,Q16538,0
CXCL3,FZD8_LRP6,P19876,Q9H461_O75581,0
TGFB2,MC4R,P61812,P32245,0
ADAM10,NTNG1,O14672,Q9Y2I2,0
INSL5,CDON_PTCH2,Q9Y5Q6,Q4KMG0_Q9Y6C5,0
ASMT,VANGL1,COMPLEX:P46597,Q8TAA9,0
NCAM2,NPY6R,O15394,Q99463,0
BMP10,C3W5P5,O95393,C3W5P5,0
BDNF,CD3D,P23560,P04234,0
FGF2,NRXN3,P09038,Q9Y4C0,0
POMC,DRD3,P01189,P35462,0
ALB,CDON,P02768,Q4KMG0,0
ADM2,FZD8_RYK,Q7Z4H4,Q9H461_P34925,0
NCR3LG1,ITGA2_ITGB1,Q68D85,P17301_P05556,0
WNT3A,PTGDR2,P56704,Q9Y5Y4,0
BTC,CD8A,P35070,P01732,0
PROC,DRD2,P04070,P14416,0
EPHA2,CRABP2_RARG_RXRG,P29317,NA_NA_NA,0
EGFR,ZNRF3,P00533,Q9ULT6,0
CORT,GPR75,O00230,O95800,0
TYR,ADCY9,COMPLEX:P14679,O60503,0
SEMA4F,TMPRSS6,O95754,Q8IU80,0
NMS,JAG1,Q5H8A3,P78504,0
CGA_CGB2,DPP4,COMPLEX:P01215_Q6NT52,P27487,0
ADCYAP1,GP1BA_GP1BB_GP5_GP9,P18509,P07359_P13224_NA_P14770,0
SEMA6D,CNR2,Q8NFY4,P34972,0
GNAI2,CHRNA9,P04899,Q9UGM1,0
MBL2,CNR1,P11226,P21554,0
NECTIN2,JAM2,Q92692,P57087,0
DDC_SLC18A1,UNC5B,COMPLEX:P20711_P54219,Q8IZJ1,0
QRFP,IL6R_IL6ST,P83859,P08887_P40189,0
PLXNA4,IL2RG_IL4R,Q9HCM2,P31785_P24394,0
SEMA3G,GPR15,Q9NS98,P49685,0
PRND,GCGR,Q9UKY0,P47871,0
GLS2_SLC17A7,CHRM3,COMPLEX:Q9P2U7_Q9UI32,P20309,0
CSF2,GRM8,P04141,O00222,0
IL24,KCNQ5,Q13007,Q9NR82,0
IGF1,TREM2_TYROBP,P05019,Q9NZC2_O43914,0
QDPR,GRIA4,P09417,P48058,0
PTGES3,ITGA5_ITGB1,COMPLEX:Q15185,P08648_P05556,0
PDGFA,CALCRL_GPER1_RAMP3,P04085,Q16602_Q99527_O60896,0
FRAS1_FREM2_NPNT,TMPRSS6,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,Q8IU80,0
FGF16,PROCR,O43320,Q9UNN8,0
SPN,LRRC4C,P16150,Q9HCJ2,0
NPS,GRIK3_GRIK5,P0C0P6,Q13003_NA,0
ICAM3,ITGA6_ITGB4,P32942,P23229_P16144,0
MDK,CD36,P21741,P16671,0
CLEC11A,SSTR1,Q9Y240,P30872,0
SEMA4C,LRP4,Q9C0C4,O75096,0
GAD1_SLC32A1,CELA2A,COMPLEX:Q99259_Q9H598,P08217,0
CCN1,IL17RA_IL17RC,O00622,Q96F46_Q8NAC3,0
FASLG,SLC18A3,P48023,Q16572,0
CADM3,IL18_IL18R1_IL18RAP,Q8N126,Q14116_Q13478_O95256,0
COL8A1,CANX,P27658,P27824,0
LAMB2,SDC3,P55268,O75056,0
TGFA,CHRNA5,P01135,P30532,0
SLC18A2_TPH1,PLPP6,COMPLEX:P17752_Q05940,Q8IY26,0
EGFL8,ACVR2B_TGFBR1,Q99944,Q13705_P36897,0
PNMT,VLDLR,COMPLEX:P11086,P98155,0
LPL,ADGRE5,P06858,P48960,0
SLURP1,ACVR2A_BMPR1B,P55000,P27037_O00238,0
NTNG2,TACR3,Q96CW9,P29371,0
DDC_SLC18A1,FPR3,COMPLEX:P20711_P54219,P25089,0
APLN,MRGPRX2,Q9ULZ1,Q96LB1,0
BDNF,INHA_INHBA,P23560,P05111_P08476,0
LY6G5C,NR1I2,Q5SRR4,O75469,0
ITGA4_ITGB7,DLL4,COMPLEX:P13612_P26010,Q9NR61,0
EDN1,SIGLEC10,P05305,Q96LC7,0
DCN,AMHR2,P07585,Q16671,0
COL4A4,INSR,P53420,P06213,0
GDF11,LY96,O95390,Q9Y6Y9,0
CGA_CGB1,CD40,COMPLEX:A6NKQ9_P01215,P25942,0
C5,BMPR1B,P01031,O00238,0
ZNRF3,PLSCR4,Q9ULT6,Q9NRQ2,0
ADAM17,TNFRSF11B,P78536,O00300,0
TYROBP,S1PR1,O43914,P21453,0
IL21,TIGIT,Q9HBE4,Q495A1,0
FGF2,PGRMC1,P09038,O00264,0
RTN4,ACVR2A_BMPR1B,Q9NQC3,P27037_O00238,0
CLEC11A,PLPP6,Q9Y240,Q8IY26,0
CXCL5,MRC1,P42830,P22897,0
DDC,FPR3,COMPLEX:P20711,P25089,0
CCL25,LHCGR,O15444,P22888,0
THBS4,PLXNB2,P35443,O15031,0
GDF11,CNR1,O95390,P21554,0
INHBA,LRP8,P08476,Q14114,0
GNRH1,CXCR3,P01148,P49682,0
PTHLH,SORT1,P12272,Q99523,0
NAMPT,CHRM4,P43490,P08173,0
VCL,ITGAV_ITGB1,P18206,P06756_P05556,0
C4A,PLGRKT,P0C0L4,Q9HBL7,0
CHAT_SLC18A3,HTR3A,COMPLEX:P28329_Q16572,P46098,0
HLA-DRB5,GRM3,Q30154,Q14832,0
UBB,THBD,P0CG47,P07204,0
ABCA1,ERBB3,O95477,P21860,0
NOTCH1,TSPAN1,P46531,O60635,0
TIMP3,C3W5P5,P35625,C3W5P5,0
ANGPTL1,MPZ,O95841,P25189,0
NPPC,DRD3,P23582,P35462,0
PDLIM3,MCHR2,Q53GG5,Q969V1,0
PDLIM3,ITGA2_ITGB1,Q53GG5,P17301_P05556,0
COL6A2,TNFSF18,P12110,Q9UNG2,0
NPW,CHRNA1_CHRNB1_CHRND_CHRNG,Q8N729,P02708_P11230_Q07001_P07510,0
HLA-DRB1,OR1E1,P01911,P30953,0
SAA1,GRIK1_GRIK5,P0DJI8,P39086_NA,0
FGF18,SELP,O76093,P16109,0
CXCL2,GPR20,P19875,Q99678,0
EPHA4,CYSLTR2,P54764,Q9NS75,0
IBSP,EPHA1,P21815,P21709,0
IL21,MC5R,Q9HBE4,P33032,0
TNXB,FZD7,P22105,O75084,0
SULT1E1,CMKLR2,COMPLEX:P49888,P46091,0
CGA_CGB7,GRIN2D,COMPLEX:P01215_P0DN87,O15399,0
PSAP,ITGA6,P07602,P23229,0
AGRN,PTPRF,O00468,P10586,0
IL1RAP,SMO,Q9NPH3,Q99835,0
NRG4,CNTN2,Q8WWG1,Q02246,0
HLA-C,INHBB,P10321,P09529,0
UCN2,EPB41L1,Q96RP3,Q9H4G0,0
FPR2,EFNB2,P25090,P52799,0
PTGR1,MERTK,COMPLEX:Q14914,Q12866,0
SOST,ACVR1C_ACVR2A,Q9BQB4,Q8NER5_P27037,0
FMOD,APCDD1,Q06828,Q8J025,0
NXPH1,PDE1C,P58417,Q14123,0
CCL27,NCSTN,Q9Y4X3,Q92542,0
DLK2,FGFR4,Q6UY11,P22455,0
SLITRK1,GLP2R,Q96PX8,O95838,0
EGF,ITGA9,P01133,Q13797,0
IFNA8,NTNG1,P32881,Q9Y2I2,0
FGF17,NR3C2,O60258,P08235,0
SEMA3A,KCNQ1,Q14563,P51787,0
CGA_LHB,ITGA8,COMPLEX:P01215_P01229,P53708,0
CCL2,ADRB3,P13500,P13945,0
CLDN18,GLRA2,P56856,COMPLEX:P23416,0
HSPG2,CHRNA3_CHRNA5_CHRNB4,P98160,P32297_P30532_P30926,0
MMP2,CD9,P08253,P21926,0
SDC2,ADGRL4,P34741,Q9HBW9,0
ADCYAP1,PTPRD,P18509,P23468,0
ANGPTL2,NT5E,Q9UKU9,P21589,0
PTGR1,KIR2DS4,COMPLEX:Q14914,P43632,0
PPY,TGFBR2,P01298,P37173,0
SORBS1,ICOSLG,Q9BX66,O75144,0
FGF2,EPHA7,P09038,Q15375,0
GDF7,GAS1_PTCH1,Q7Z4P5,P54826_Q13635,0
TNFSF9,THBD,P41273,P07204,0
DAGLA,ITGA2_ITGB1,COMPLEX:Q9Y4D2,P17301_P05556,0
LACRT,ITGA9,Q9GZZ8,Q13797,0
PLXNA1,ADCY8,Q9UIW2,P40145,0
YARS1,PTPRZ1,P54577,P23471,0
ANGPTL3,ROR1,Q9Y5C1,Q01973,0
ANGPT1,KCND2,Q15389,Q9NZV8,0
A0A087WWS6,RXFP1,A0A087WWS6,Q9HBX9,0
UCN3,IL6ST_LIFR,Q969E3,P40189_P42702,0
CCN3,CHRND,P48745,Q07001,0
MTNR1A,CDH4,P48039,P55283,0
COL6A1,CD79A,P12109,P11912,0
UBB,CDON_PTCH1,P0CG47,Q4KMG0_Q13635,0
RSPO3,TIE1,Q9BXY4,P35590,0
CD320,XCR1,Q9NPF0,P46094,0
GPHA2,PHEX,Q96T91,P78562,0
GLS2_SLC1A1,F2RL2,COMPLEX:P43005_Q9UI32,O00254,0
ITGAL_ITGB2,HAS2,COMPLEX:P05107_P20701,Q92819,0
PDCD1LG2,FZD6_LRP5,Q9BQ51,O60353_O75197,0
SEMA3G,F2R,Q9NS98,P25116,0
XCL2,GPR75,Q9UBD3,O95800,0
IFNW1,CALCRL,P05000,Q16602,0
PAPLN,A0A2R8YGI3,O95428,A0A2R8YGI3,0
HSPA8,IL9R,P11142,Q01113,0
WNT7A,CRABP2_RARG,O00755,NA_NA,0
ENTPD1,H0Y8R2,P49961,H0Y8R2,0
CCL25,HTR3C,O15444,Q8WXA8,0
UCN2,HTR3B,Q96RP3,O95264,0
DRAXIN,TNFRSF13C,Q8NBI3,Q96RJ3,0
ANOS1,TLR9,P23352,Q9NR96,0
CXCL8,DRD5,P10145,P21918,0
TNFSF14,CRABP2_RARA_RXRA,O43557,NA_NA_P19793,0
COL3A1,KCNN4,P02461,O15554,0
HLA-DRA,LDLR,P01903,P01130,0
NTF3,GRIA1,P20783,P42261,0
NMS,INHBB,Q5H8A3,P09529,0
GREM2,CRHR2,Q9H772,Q13324,0
FGF3,GRIA4,P11487,P48058,0
COL4A3,ACVR2A_ACVRL1,Q01955,P27037_P37023,0
FGF16,ROBO2,O43320,Q9HCK4,0
TENM3,PTCH2_SMO,Q9P273,Q9Y6C5_Q99835,0
HGF,OR1E1,P14210,P30953,0
CYP19A1,GALR3_GPR151,COMPLEX:P11511,O60755_Q8TDV0,0
DMP1,ASGR2,Q13316,P07307,0
POMC,TNFRSF13B,P01189,O14836,0
CXCL11,PDGFRA_PDGFRB,O14625,P16234_P09619,0
GLS2_SLC17A7,IL5RA,COMPLEX:Q9P2U7_Q9UI32,Q01344,0
F7,CD5,P08709,P06127,0
CSH2,GLRA2,P0DML3,COMPLEX:P23416,0
SLC18A2_TPH2,IFITM1,COMPLEX:Q05940_Q8IWU9,P13164,0
GREM2,CACHD1,Q9H772,Q5VU97,0
C1QB,ADRB3,P02746,P13945,0
VEGFC,SV2B,P49767,Q7L1I2,0
CHAD,GRIK1,O15335,P39086,0
ANGPTL3,NPBWR2,Q9Y5C1,P48146,0
SPARC,CNTN1,P09486,Q12860,0
AANAT,KDR,Q16613,P35968,0
APOE,TIGIT,P02649,Q495A1,0
PRSS1,IL22RA1,P07477,Q8N6P7,0
HBEGF,NRP1_PLXNA4,Q99075,O14786_Q9HCM2,0
DBH_SLC18A2,IL6R_IL6ST,COMPLEX:P09172_Q05940,P08887_P40189,0
SEMA6A,HMMR,Q9H2E6,O75330,0
SERPING1,LSR,P05155,Q86X29,0
SEMA3F,THBD,Q13275,P07204,0
FGG,FLT4,P02679,P35916,0
UBC,CD9,P0CG48,P21926,0
GLS_SLC1A7,CAV1,COMPLEX:O00341_O94925,Q03135,0
RSPO4,IL1B_IL1R1_IL1RAP,Q2I0M5,P01584_P14778_Q9NPH3,0
ALB,INSR,P02768,P06213,0
EDA,MC4R,Q92838,P32245,0
FAT4,ADRA1D,Q6V0I7,P25100,0
VEGFD,SV2A,O43915,Q7L0J3,0
IL26,PTCH2,Q9NPH9,Q9Y6C5,0
EPHB6,CRABP2_RARA,O15197,NA_NA,0
SLC18A2_TPH1,GRIN2D,COMPLEX:P17752_Q05940,O15399,0
CLU,HTR3A_HTR3B_HTR3C_HTR3D,P10909,P46098_O95264_Q8WXA8_Q70Z44,0
WNT10B,GRIA4,O00744,P48058,0
SLC6A4_TPH2,TNFRSF9,COMPLEX:P31645_Q8IWU9,Q07011,0
GDF5,TLR1,P43026,Q15399,0
GGT1_GGT5,CATSPER1_CATSPERD,COMPLEX:P19440_P36269,Q8NEC5_NA,0
HGF,CCR7,P14210,P32248,0
RSPO1,ACVR2B_BMPR1B,Q2MKA7,Q13705_O00238,0
SPN,AMHR2,P16150,Q16671,0
HLA-DQA2,NPY2R,P01906,P49146,0
ANOS1,ERBB2_ERBB4,P23352,P04626_Q15303,0
LAMA4,GUCY2D,Q16363,Q02846,0
CXCL5,PTH1R,P42830,Q03431,0
CCL28,HLA-B,Q9NRJ3,P01889,0
ARPC5,CD81,O15511,P60033,0
CGA_CGB2,IL10RB_IL20RA,COMPLEX:P01215_Q6NT52,Q08334_Q9UHF4,0
TENM4,GDF3,Q6N022,Q9NR23,0
CCL22,HTR1D,O00626,P28221,0
ADM,SCARF1,P35318,Q14162,0
TFPI,LY96,P10646,Q9Y6Y9,0
TYR,DRD4,COMPLEX:P14679,P21917,0
SCGB1A1,COL17A1,P11684,Q9UMD9,0
CNTN4,TNFRSF6B,Q8IWV2,O95407,0
IL12B_IL23A,IGFL3,COMPLEX:P29460_Q9NPF7,Q6UXB1,0
CCL22,GRIA4,O00626,P48058,0
LAMA4,GPR75,Q16363,O95800,0
DEFB103A,CDH5,P81534,P33151,0
CCL19,NPY1R,Q99731,P25929,0
RSPO1,IL20RA,Q2MKA7,Q9UHF4,0
BMP8B,FSHR,P34820,P23945,0
FSHB,TGFBR3,P01225,Q03167,0
CALR,MYLK2,P27797,Q9H1R3,0
SDC1,HAVCR2,P18827,Q8TDQ0,0
DDC_SLC18A2,OPRM1,COMPLEX:P20711_Q05940,P35372,0
TENM3,THBD,Q9P273,P07204,0
HSPA8,FPR2,P11142,P25090,0
C1QA,CCR10,P02745,P46092,0
IL19,PTGER2,Q9UHD0,P43116,0
RLN2,TFR2,P04090,Q9UP52,0
CCL8,ITGA9,P80075,Q13797,0
APOA2,ACVR2A,P02652,P27037,0
SEMA3A,GDF1,Q14563,P27539,0
VCAN,TRAF3,P13611,Q13114,0
CALM2,GPR75,P0DP24,O95800,0
HTR2C,SLC18A2,P28335,Q05940,0
LGALS1,IFNAR2,P09382,P48551,0
CD1D,GPR84,P15813,Q9NQS5,0
C1QL2,TREM2,Q7Z5L3,Q9NZC2,0
MADCAM1,UNC5A,Q13477,Q6ZN44,0
CALM2,GFRA1,P0DP24,P56159,0
COL5A3,PRLHR,P25940,P49683,0
OMG,RTN4,P23515,Q9NQC3,0
RGMB,GPR55,Q6NW40,Q9Y2T6,0
WNT8B,KDR_PLXNA1,Q93098,P35968_Q9UIW2,0
SEMA4G,MRC2,Q9NTN9,Q9UBG0,0
PDCD1LG2,ROR1,Q9BQ51,Q01973,0
PTGES,RXFP3,COMPLEX:O14684,Q9NSD7,0
GLS2_SLC1A2,CD34,COMPLEX:P43004_Q9UI32,P28906,0
LAMB2,HFE,P55268,Q30201,0
EPHB3,ACVR1B_ACVR2B_CRIPTO,P54753,P36896_Q13705_P13385,0
COL4A5,THBD,P29400,P07204,0
